ID,X,Y,Timestamp,User ID,URL,TITLE
10111709@N06,7.517137050628662,46.60712814331055,31/05/2008 10:33:00,10111709@N06,http://farm3.static.flickr.com/2199/2542863080_0c16734593_m.jpg,iXS Downhill Cup Wiriehorn 2008
10111709@N06,7.517137050628662,46.60712814331055,31/05/2008 11:14:00,10111709@N06,http://farm3.static.flickr.com/2226/2542896328_e931a9e1ae_m.jpg,iXS Downhill Cup Wiriehorn 2008
10111709@N06,7.517137050628662,46.60712814331055,31/05/2008 15:44:00,10111709@N06,http://farm4.static.flickr.com/3031/2542085665_6403b060d5_m.jpg,iXS Downhill Cup Wiriehorn 2008
10111709@N06,7.517137050628662,46.60712814331055,31/05/2008 16:46:00,10111709@N06,http://farm4.static.flickr.com/3024/2543008162_b1b464ae74_m.jpg,iXS Downhill Cup Wiriehorn 2008
10111709@N06,7.517137050628662,46.60712814331055,01/06/2008 09:10:00,10111709@N06,http://farm4.static.flickr.com/3174/2542137897_24077efe3e_m.jpg,iXS Downhill Cup Wiriehorn 2008
10135509@N04,6.628284931182861,46.50546646118164,14/09/2008 17:39:00,10135509@N04,http://farm4.static.flickr.com/3176/2875469524_da94818d8d_m.jpg,Lausanne
10180314@N06,6.771782875061035,46.067752838134766,03/02/2008 13:45:00,10180314@N06,http://farm3.static.flickr.com/2354/2239809922_4381d514e6_m.jpg,Aiguille du Midi
10180314@N06,6.773189067840576,46.02870178222656,29/05/2008 15:08:00,10180314@N06,http://farm3.static.flickr.com/2208/2534564946_18e39b6b5b_m.jpg,On n est jamais trop prudent
10230466@N06,8.103960990905762,47.34621047973633,23/08/2008 19:39:00,10230466@N06,http://farm4.static.flickr.com/3140/2813735920_d4a6e0ca11_m.jpg,Hawaii Bar
10003691@N00,8.537793159484863,45.91158676147461,19/07/2008 16:22:00,10003691@N00,http://farm4.static.flickr.com/3086/2865309529_fe27dc5cd3_m.jpg,Isola madre2 106
10085705@N00,9.570206642150879,46.13359069824219,29/09/2007 13:33:00,10085705@N00,http://farm2.static.flickr.com/1333/1463939872_2b31ce20b1_m.jpg,Aaron
10166337@N07,6.156050205230713,46.20738220214844,21/07/2007 10:34:00,10166337@N07,http://farm2.static.flickr.com/1360/874802262_5d3fba3617_m.jpg,Jet d Eau
10230466@N06,8.302145004272461,47.0340690612793,09/06/2007 14:55:00,10230466@N06,http://farm2.static.flickr.com/1413/1093110525_335023e2ec_m.jpg,Incense
10230466@N06,8.302145004272461,47.0340690612793,09/06/2007 18:46:00,10230466@N06,http://farm2.static.flickr.com/1020/1093981510_461e63c44a_m.jpg,TG750318
10003789@N00,6.359539031982422,46.763912200927734,03/08/2008 00:32:00,10003789@N00,http://farm4.static.flickr.com/3137/2961074237_7fc7514445_m.jpg,Tennisoap
10111709@N06,8.443764686584473,47.08742141723633,10/02/2007 18:59:00,10111709@N06,http://farm3.static.flickr.com/2331/2239269469_f439c45f58_m.jpg,KCS-Biasca
10111709@N06,8.110516548156738,47.17235565185547,13/02/2007 19:09:00,10111709@N06,http://farm3.static.flickr.com/2152/2247391320_beda0a7005_m.jpg,Böögverbrennen 2008
10195717@N06,8.379842758178711,47.4064826965332,16/09/2006 16:17:00,10195717@N06,http://farm3.static.flickr.com/2344/2420912723_cfc3d02e5d_m.jpg,Kuh und Stier mit Haus
10230466@N06,8.10445499420166,47.349159240722656,02/09/2007 01:50:00,10230466@N06,http://farm3.static.flickr.com/2305/1844333925_84a60fa479_m.jpg,Karaoke From Hell
10230466@N06,8.103960990905762,47.34621047973633,23/08/2008 21:15:00,10230466@N06,http://farm4.static.flickr.com/3122/2813740924_eac3557a22_m.jpg,Dr. Woggle & The Radio
10230466@N06,8.103960990905762,47.34621047973633,23/08/2008 21:17:00,10230466@N06,http://farm4.static.flickr.com/3207/2812891019_b45f96a31d_m.jpg,Dr. Woggle & The Radio
10230466@N06,8.103960990905762,47.34621047973633,23/08/2008 21:35:00,10230466@N06,http://farm4.static.flickr.com/3214/2812891353_ff4296c990_m.jpg,Dr. Woggle & The Radio
10003691@N00,9.288597106933594,46.00837707519531,15/07/2008 21:07:00,10003691@N00,http://farm4.static.flickr.com/3212/2833018972_a20a0a1771_m.jpg,IMG_6566
10003691@N00,9.218688011169434,45.98236083984375,15/07/2008 21:17:00,10003691@N00,http://farm4.static.flickr.com/3264/2828692382_7f380901a9_m.jpg,Villa Carlotta 067
10030470@N05,9.152983665466309,45.95401382446289,08/09/2007 10:59:00,10030470@N05,http://farm2.static.flickr.com/1074/1347741531_0d9015be19_m.jpg,Lake Como - From the Bus
10085705@N00,9.570206642150879,46.13359069824219,29/09/2007 14:18:00,10085705@N00,http://farm2.static.flickr.com/1362/1463106073_14f5c47309_m.jpg,Visiting the Cantina s on our Wine Tour
10085705@N00,9.570206642150879,46.13359069824219,29/09/2007 14:19:00,10085705@N00,http://farm2.static.flickr.com/1170/1463962240_2d65f10468_m.jpg,Visiting the Cantina s on our Wine Tour
10085705@N00,9.570206642150879,46.13359069824219,29/09/2007 14:38:00,10085705@N00,http://farm2.static.flickr.com/1327/1463120693_97c20af610_m.jpg,Visiting the Cantina s on our Wine Tour
10111709@N06,8.507708549499512,47.17680358886719,15/03/2008 19:44:00,10111709@N06,http://farm3.static.flickr.com/2264/2336469071_a9f7901b8c_m.jpg,EV Zug-SC Bern Future Novizen Elite
10163632@N03,8.756790161132812,46.170677185058594,02/08/2007 17:40:00,10163632@N03,http://farm2.static.flickr.com/1415/1027680237_e2965f3be7_m.jpg,dichie`ilbimbochefuma?
10166337@N07,6.101552963256836,46.228843688964844,13/09/2008 12:14:00,10166337@N07,http://farm4.static.flickr.com/3122/2874973870_ba74610573_m.jpg,One night at the airport
10166337@N07,6.159091949462891,46.202125549316406,20/09/2008 16:58:00,10166337@N07,http://farm4.static.flickr.com/3169/2891864116_43f9b2e8c4_m.jpg,Addicted
10166337@N07,6.122881889343262,46.20680236816406,26/09/2008 18:50:00,10166337@N07,http://farm4.static.flickr.com/3051/2897296313_d58522745e_m.jpg,An UFO landed in the garden
10166337@N07,6.1301350593566895,46.20143508911133,26/09/2008 20:13:00,10166337@N07,http://farm4.static.flickr.com/3439/3307972795_7aacfc4869_m.jpg,Ready to cross
10230466@N06,8.062590599060059,47.39846420288086,28/02/2008 23:01:00,10230466@N06,http://farm3.static.flickr.com/2106/2300830914_55a0f6d3ea_m.jpg,William White & The Emergency
10230466@N06,8.062590599060059,47.39846420288086,11/03/2008 20:12:00,10230466@N06,http://farm3.static.flickr.com/2019/2328841743_1e32c511a2_m.jpg,Anterior
10003691@N00,9.728028297424316,46.47298049926758,17/07/2008 00:07:00,10003691@N00,http://farm4.static.flickr.com/3114/2833930530_69f6ab51ca_m.jpg,Julierpass1 080
10003691@N00,9.728028297424316,46.47298049926758,17/07/2008 00:34:00,10003691@N00,http://farm4.static.flickr.com/3047/2833951598_57d51ff29a_m.jpg,Julierpass1 094
10070725@N08,6.075353145599365,46.04928970336914,02/07/2007 12:59:00,10070725@N08,http://farm2.static.flickr.com/1429/789227339_7e337b1289_m.jpg,02 juillet 2007 025
10070725@N08,6.069259166717529,46.051788330078125,18/02/2008 00:40:00,10070725@N08,http://farm3.static.flickr.com/2403/2273297273_53c0b4c796_m.jpg,03 01 2008 052
10070725@N08,6.069259166717529,46.051788330078125,20/07/2008 16:13:00,10070725@N08,http://farm4.static.flickr.com/3138/2686078742_154d0d71e9_m.jpg,20 juillet 2008 063
10111709@N06,7.505259990692139,46.83583068847656,17/05/2008 14:51:00,10111709@N06,http://farm3.static.flickr.com/2108/2500033670_f3cd374ee3_m.jpg,Autofriedhof Gürbetal
10111709@N06,9.305547714233398,47.408992767333984,25/05/2008 09:04:00,10111709@N06,http://farm3.static.flickr.com/2158/2520566787_c200efc095_m.jpg,AFG Arena St. Gallen
10135509@N04,6.9091877937316895,46.4321174621582,14/09/2008 10:50:00,10135509@N04,http://farm4.static.flickr.com/3118/2874409845_2730e1b9f1_m.jpg,Montreux
10135509@N04,6.927587032318115,46.414215087890625,14/09/2008 11:48:00,10135509@N04,http://farm3.static.flickr.com/2036/2874430027_ffc404fbcf_m.jpg,Château de Chillon
10135509@N04,6.927587032318115,46.414215087890625,14/09/2008 13:24:00,10135509@N04,http://farm4.static.flickr.com/3133/2874516277_a7a2b331fe_m.jpg,Château de Chillon
10166337@N07,6.149125099182129,46.200477600097656,26/01/2008 16:32:00,10166337@N07,http://farm3.static.flickr.com/2038/2222075263_6cc79ac11a_m.jpg,Saturday Girlfriend; Shopping
10180314@N06,6.565017223358154,45.97596740722656,06/09/2007 15:05:00,10180314@N06,http://farm3.static.flickr.com/2093/1555359380_471567af2d_m.jpg,Chamois
10230466@N06,8.103960990905762,47.34621047973633,23/08/2008 16:19:00,10230466@N06,http://farm4.static.flickr.com/3190/2812874959_d34f1cdba0_m.jpg,Open Air Gränichen 2008
10230466@N06,8.103960990905762,47.34621047973633,23/08/2008 16:56:00,10230466@N06,http://farm4.static.flickr.com/3249/2813726238_15f6ee8517_m.jpg,Shelter
10230466@N06,8.103960990905762,47.34621047973633,23/08/2008 17:30:00,10230466@N06,http://farm4.static.flickr.com/3051/2813728722_83ed011146_m.jpg,Back Stage
10003691@N00,9.218688011169434,45.98236083984375,15/07/2008 21:24:00,10003691@N00,http://farm4.static.flickr.com/3007/2828697252_c480bcd12b_m.jpg,Villa Carlotta 073
10003691@N00,8.537793159484863,45.91158676147461,19/07/2008 15:41:00,10003691@N00,http://farm4.static.flickr.com/3171/2866025840_cd05dc067f_m.jpg,Isola madre2 010
10003691@N00,8.537793159484863,45.91158676147461,19/07/2008 16:01:00,10003691@N00,http://farm4.static.flickr.com/3208/2865243441_b938f22692_m.jpg,Isola madre2 049
10085705@N00,10.37418270111084,46.465576171875,16/09/2007 16:47:00,10085705@N00,http://farm2.static.flickr.com/1035/1423590052_0856a3a312_m.jpg,Bagni Nuovi in Bormio
10085705@N00,9.570206642150879,46.13359069824219,29/09/2007 12:03:00,10085705@N00,http://farm2.static.flickr.com/1089/1463052449_0af95283b9_m.jpg,Fancy Wine Tasting Apron
10230466@N06,8.062590599060059,47.39846420288086,12/05/2007 20:54:00,10230466@N06,http://farm2.static.flickr.com/1259/1081744072_fdb2e80a32_m.jpg,Pleasenice
10230466@N06,8.302145004272461,47.0340690612793,09/06/2007 13:54:00,10230466@N06,http://farm2.static.flickr.com/1170/1093946420_17d52303c8_m.jpg,TG750042
10230466@N06,8.302145004272461,47.0340690612793,09/06/2007 14:22:00,10230466@N06,http://farm2.static.flickr.com/1345/1093093625_7d7790662a_m.jpg,TG750088
10003691@N00,9.303145408630371,46.04434585571289,10/07/2008 21:21:00,10003691@N00,http://farm3.static.flickr.com/2147/2748655609_32b9f355fb_m.jpg,Bellano 027
10003691@N00,9.303145408630371,46.04434585571289,10/07/2008 21:26:00,10003691@N00,http://farm4.static.flickr.com/3112/2749493000_6b867e817b_m.jpg,Bellano2 050
10003789@N00,6.464424133300781,47.25546646118164,19/07/2008 21:09:00,10003789@N00,http://farm4.static.flickr.com/3012/2689907050_13c1ac7552_m.jpg,The Moonraisers
10003789@N00,6.464424133300781,47.25546646118164,19/07/2008 23:02:00,10003789@N00,http://farm4.static.flickr.com/3100/2690025798_a57f885095_m.jpg,Kill The Young
10003789@N00,6.464424133300781,47.25546646118164,20/07/2008 00:33:00,10003789@N00,http://farm4.static.flickr.com/3290/2689328451_b17682ff00_m.jpg,Watcha
10103447@N00,8.670369148254395,47.28746795654297,14/04/2008 20:15:00,10103447@N00,http://farm4.static.flickr.com/3091/2422003860_558064baac_m.jpg,gedeckter Eingang
10166337@N07,6.147133827209473,46.19987487792969,03/11/2007 14:27:00,10166337@N07,http://farm3.static.flickr.com/2407/1885240710_d4d5411b88_m.jpg,The Consultation
10166337@N07,6.146416187286377,46.200008392333984,03/11/2007 14:35:00,10166337@N07,http://farm3.static.flickr.com/2185/1898881250_d384e7a9c7_m.jpg,Under Watch
10166337@N07,6.1563720703125,46.20536422729492,03/11/2007 16:37:00,10166337@N07,http://farm4.static.flickr.com/3028/2299915514_8e01978d26_m.jpg,Borderline II
10230466@N06,8.10445499420166,47.349159240722656,01/09/2007 18:09:00,10230466@N06,http://farm3.static.flickr.com/2200/1844245611_250a04eb1c_m.jpg,Open Air Gränichen 2007
10230466@N06,8.10445499420166,47.349159240722656,01/09/2007 21:08:00,10230466@N06,http://farm3.static.flickr.com/2196/1845112066_fcbe4de396_m.jpg,Elvis Jackson
10230466@N06,8.10445499420166,47.349159240722656,01/09/2007 23:18:00,10230466@N06,http://farm3.static.flickr.com/2237/1845133746_beb232fe2a_m.jpg,Open Air Gränichen 2007
10026519@N07,7.248572826385498,46.14853286743164,28/07/2007 18:05:00,10026519@N07,http://farm2.static.flickr.com/1160/984192110_3614e7e9e7_m.jpg,Vaches d Hérens 5
10085705@N00,9.570206642150879,46.13359069824219,29/09/2007 13:07:00,10085705@N00,http://farm2.static.flickr.com/1157/1463069885_ed19168ffe_m.jpg,Wine Tasting at the first cantina
10111709@N06,6.118353843688965,46.23554611206055,13/03/2008 16:29:00,10111709@N06,http://farm3.static.flickr.com/2137/2337786996_41bea23a0b_m.jpg,78. Internationaler Automobil-Salon Genf
10111709@N06,6.118353843688965,46.23554611206055,13/03/2008 17:32:00,10111709@N06,http://farm4.static.flickr.com/3133/2337736398_ec876d6ef1_m.jpg,78. Internationaler Automobil-Salon Genf
10115955@N00,9.688911437988281,46.088233947753906,25/12/2008 11:22:00,10115955@N00,http://farm4.static.flickr.com/3294/3135943342_c7dcf43b96_m.jpg,Testata Val Masino
10180314@N06,6.436957836151123,46.01251983642578,28/12/2008 14:00:00,10180314@N06,http://farm4.static.flickr.com/3100/3144928258_910386da04_m.jpg,Pointe Blanche
10195717@N06,10.300884246826172,46.79790115356445,25/11/2007 12:41:00,10195717@N06,http://farm3.static.flickr.com/2340/2063047067_55fad0dfca_m.jpg,DSC00666
10195717@N06,10.286765098571777,46.793975830078125,25/11/2007 17:54:00,10195717@N06,http://farm3.static.flickr.com/2237/2063071157_07e8ded244_m.jpg,DSC00694
10003691@N00,9.710197448730469,46.41330337524414,16/07/2008 19:27:00,10003691@N00,http://farm4.static.flickr.com/3151/2833736710_78e10f2970_m.jpg,Swiss Road1a 044
10003691@N00,9.710197448730469,46.41330337524414,16/07/2008 19:34:00,10003691@N00,http://farm4.static.flickr.com/3097/2833738444_046bfe9ccb_m.jpg,Swiss Road1a 048
10003691@N00,9.728028297424316,46.47298049926758,16/07/2008 22:52:00,10003691@N00,http://farm4.static.flickr.com/3234/2832941731_29c9701a47_m.jpg,Julierpass1 034
10065201@N00,8.829058647155762,45.827903747558594,22/04/2006 19:19:00,10065201@N00,http://farm1.static.flickr.com/55/133371057_633bdf36a1_m.jpg,MW - Mostra a Varese
10065201@N00,8.829058647155762,45.827903747558594,22/04/2006 20:24:00,10065201@N00,http://farm1.static.flickr.com/47/133371080_29d6423e71_m.jpg,MW - Mostra a Varese
10111709@N06,8.331755638122559,47.26222229003906,12/05/2008 10:35:00,10111709@N06,http://farm3.static.flickr.com/2034/2487127541_e8766b574b_m.jpg,Swiss Motocross Masters Muri 2008
10111709@N06,8.331755638122559,47.26222229003906,12/05/2008 10:41:00,10111709@N06,http://farm4.static.flickr.com/3160/2487333741_89287017e2_m.jpg,Swiss Motocross Masters Muri 2008
10135509@N04,7.854698181152344,46.68876647949219,12/09/2008 16:53:00,10135509@N04,http://farm4.static.flickr.com/3114/2873543792_d80ecc1985_m.jpg,Interlaken
10135509@N04,8.514617919921875,47.16965866088867,13/09/2008 17:16:00,10135509@N04,http://farm4.static.flickr.com/3066/2872861691_5125aff06d_m.jpg,Zug
10171879@N06,8.953020095825195,46.004093170166016,16/04/2008 14:02:00,10171879@N06,http://farm4.static.flickr.com/3110/2436397498_bc3e053beb_m.jpg,E i cau boi vànn söe a Lügàn...
10171879@N06,9.081830024719238,45.814205169677734,16/04/2008 14:21:00,10171879@N06,http://farm3.static.flickr.com/2076/2436397506_4fb409c947_m.jpg,in salita.
10171879@N06,9.129338264465332,45.87454605102539,17/04/2008 13:59:00,10171879@N06,http://farm3.static.flickr.com/2202/2451189907_9691f2e9cd_m.jpg,in previsione del tempo
10175058@N04,6.829376220703125,46.25139617919922,03/01/2007 15:08:00,10175058@N04,http://farm3.static.flickr.com/2167/2473784940_f03e5a28b9_m.jpg,Les alpes_01
10212414@N02,6.628070831298828,46.519996643066406,27/09/2008 16:39:00,10212414@N02,http://farm4.static.flickr.com/3296/2895904867_7606a9fd4c_m.jpg,Fita 2008 world cup archery final - Lausanne (Switzerland) - Montbenon
10230466@N06,8.103960990905762,47.34621047973633,22/08/2008 19:50:00,10230466@N06,http://farm4.static.flickr.com/3108/2812863175_eaa9ecef49_m.jpg,Back Stage
10230466@N06,8.103960990905762,47.34621047973633,22/08/2008 20:36:00,10230466@N06,http://farm4.static.flickr.com/3065/2813714984_43ca3d7769_m.jpg,Open Air Gränichen 2008
10230466@N06,8.103960990905762,47.34621047973633,22/08/2008 21:32:00,10230466@N06,http://farm4.static.flickr.com/3028/2812866369_6b2f932fdd_m.jpg,Gustav & son Lonely Heart Attack Band
10230466@N06,8.103960990905762,47.34621047973633,22/08/2008 23:44:00,10230466@N06,http://farm4.static.flickr.com/3191/2813721418_338a0934c7_m.jpg,Hamp Goes Wild
10003691@N00,8.554551124572754,45.920475006103516,19/07/2008 15:10:00,10003691@N00,http://farm4.static.flickr.com/3112/2865018384_79c5f41339_m.jpg,Suna2 008
10111709@N06,6.118353843688965,46.23554611206055,13/03/2008 17:45:00,10111709@N06,http://farm3.static.flickr.com/2205/2337808758_72b70f9f89_m.jpg,78. Internationaler Automobil-Salon Genf
10155443@N00,6.848601818084717,45.93157196044922,26/05/2006 09:03:00,10155443@N00,http://farm1.static.flickr.com/176/364430756_64f01801ae_m.jpg,It s all Downhill from Here
10195717@N06,8.958513259887695,46.00404739379883,10/08/2007 16:52:00,10195717@N06,http://farm2.static.flickr.com/1408/1084351515_ea7377df4d_m.jpg,DSC00196
10230466@N06,8.10445499420166,47.349159240722656,26/08/2006 21:26:00,10230466@N06,http://farm2.static.flickr.com/1309/868940907_f1ba9f3da5_m.jpg,Open Air Gränichen 2006
10230466@N06,8.208770751953125,47.48502731323242,25/03/2007 19:04:00,10230466@N06,http://farm2.static.flickr.com/1077/1016568748_39acc9e056_m.jpg,Jürg Morgenegg
10230466@N06,8.062590599060059,47.39846420288086,26/04/2007 21:45:00,10230466@N06,http://farm2.static.flickr.com/1316/1020953684_527c97eec1_m.jpg,GurD
10230466@N06,8.062590599060059,47.39846420288086,26/04/2007 21:59:00,10230466@N06,http://farm2.static.flickr.com/1391/1020088131_09a0a7b30d_m.jpg,GurD
10003691@N00,9.279648780822754,46.013763427734375,10/07/2008 18:01:00,10003691@N00,http://farm4.static.flickr.com/3174/2748627171_c5a82583c8_m.jpg,Bellano 003
10003789@N00,6.464424133300781,47.25546646118164,18/07/2008 21:10:00,10003789@N00,http://farm4.static.flickr.com/3223/2684513363_b9c5d4ba2b_m.jpg,Sorry For Yesterday
10003789@N00,6.464424133300781,47.25546646118164,18/07/2008 21:14:00,10003789@N00,http://farm4.static.flickr.com/3191/2684520747_cdb6077df6_m.jpg,Sorry For Yesterday
10230466@N06,8.10445499420166,47.349159240722656,01/09/2007 14:11:00,10230466@N06,http://farm3.static.flickr.com/2198/1845011982_d2ebbbd4a0_m.jpg,Open Air Gränichen 2007
10230466@N06,8.10445499420166,47.349159240722656,01/09/2007 15:35:00,10230466@N06,http://farm3.static.flickr.com/2355/1844211907_e50f98a80f_m.jpg,Open Air Gränichen 2007
10230466@N06,8.10445499420166,47.349159240722656,01/09/2007 16:59:00,10230466@N06,http://farm3.static.flickr.com/2196/1844228037_148cd6efa9_m.jpg,Open Air Gränichen 2007
10003691@N00,9.28293228149414,46.00927734375,15/07/2008 04:06:00,10003691@N00,http://farm4.static.flickr.com/3248/2828556012_92ef5cf4a5_m.jpg,Varenna4d 021
10111709@N06,8.117822647094727,47.16814041137695,06/03/2008 18:03:00,10111709@N06,http://farm3.static.flickr.com/2298/2314744615_719261f72b_m.jpg,Gamma Insel
10115955@N00,10.199774742126465,46.53223419189453,08/12/2007 12:10:00,10115955@N00,http://farm3.static.flickr.com/2073/2098576794_58bd7bf590_m.jpg,Cloud or Snow
10166337@N07,6.149789810180664,46.204769134521484,12/07/2008 18:58:00,10166337@N07,http://farm4.static.flickr.com/3193/2673725566_36bd398dfa_m.jpg,Don t make me angry else I turned green.
10230466@N06,8.10445499420166,47.349159240722656,27/08/2006 01:35:00,10230466@N06,http://farm2.static.flickr.com/1389/868946321_fd1ffe6c69_m.jpg,Shai Hulud
10230466@N06,8.063750267028809,47.39872741699219,17/03/2007 19:01:00,10230466@N06,http://farm2.static.flickr.com/1247/1016552442_b35aa948db_m.jpg,Jane Wakefield
10230466@N06,8.062590599060059,47.39846420288086,25/01/2008 22:08:00,10230466@N06,http://farm3.static.flickr.com/2318/2225901366_442667105e_m.jpg,Vlada
10230466@N06,8.062590599060059,47.39846420288086,08/02/2008 21:24:00,10230466@N06,http://farm3.static.flickr.com/2306/2252969822_24505bb6f7_m.jpg,Beneath The Massacre
10230466@N06,8.062590599060059,47.39846420288086,08/02/2008 21:37:00,10230466@N06,http://farm3.static.flickr.com/2273/2252970426_284fd166b8_m.jpg,Beneath The Massacre
10003453@N03,9.293745994567871,45.99463653564453,04/11/2006 00:51:00,10003453@N03,http://farm2.static.flickr.com/1210/818414544_2032d58aee_m.jpg,Landscape
10111709@N06,8.290815353393555,46.888675689697266,10/05/2008 15:43:00,10111709@N06,http://farm4.static.flickr.com/3030/2483089694_1371d8eb24_m.jpg,FMR Messerschmitt TG 500 (Tiger) Roadster
10111709@N06,8.331755638122559,47.26222229003906,12/05/2008 06:28:00,10111709@N06,http://farm4.static.flickr.com/3214/2487308693_4a8b2c2e26_m.jpg,Swiss Motocross Masters Muri 2008
10111709@N06,8.331755638122559,47.26222229003906,12/05/2008 09:07:00,10111709@N06,http://farm4.static.flickr.com/3249/2487273057_df5ff341a7_m.jpg,Swiss Motocross Masters Muri 2008
10135509@N04,8.299570083618164,46.50554275512695,12/09/2008 11:16:00,10135509@N04,http://farm3.static.flickr.com/2308/2873427480_cfa2033c36_m.jpg,Rhône Valley
10212414@N02,7.380194187164307,46.226341247558594,27/10/2007 14:00:00,10212414@N02,http://farm3.static.flickr.com/2103/1804981091_7d96910c5f_m.jpg,Rallye International du Valais 2007
10212414@N02,8.800349235534668,46.16895294189453,01/05/2008 23:28:00,10212414@N02,http://farm3.static.flickr.com/2311/2479040468_cb8f00e287_m.jpg,_DSC5472_DXO_RAW
10212414@N02,8.786314964294434,46.35042190551758,02/05/2008 15:35:00,10212414@N02,http://farm3.static.flickr.com/2238/2478344407_3d559b0a8c_m.jpg,_DSC5553_DXO_RAW
10212414@N02,8.776358604431152,46.350067138671875,02/05/2008 16:09:00,10212414@N02,http://farm3.static.flickr.com/2235/2479157742_fea277a9f1_m.jpg,_DSC5573_DXO_RAW
10230466@N06,8.062590599060059,47.39846420288086,15/06/2008 01:00:00,10230466@N06,http://farm4.static.flickr.com/3282/2642097474_06e7018183_m.jpg,Kristinas Polterabendparty
10003691@N00,9.196221351623535,45.97151565551758,18/07/2008 17:36:00,10003691@N00,http://farm4.static.flickr.com/3094/2864156089_95d5696001_m.jpg,Balbianello2 079
10085705@N00,10.07720947265625,45.82036590576172,30/08/2007 15:59:00,10085705@N00,http://farm2.static.flickr.com/1148/1422964004_e79948d884_m.jpg,Getting to know you game
10085705@N00,10.07720947265625,45.82036590576172,30/08/2007 17:19:00,10085705@N00,http://farm2.static.flickr.com/1398/1422964820_e14bca96e7_m.jpg,Lago D Iseo
10111709@N06,8.302695274353027,47.03398132324219,26/07/2008 21:18:00,10111709@N06,http://farm4.static.flickr.com/3076/2704926980_4f87568f46_m.jpg,Zirkus Knie
10111709@N06,8.206013679504395,47.2220458984375,10/08/2008 16:19:00,10111709@N06,http://farm4.static.flickr.com/3016/2790065568_e77821cac6_m.jpg,Jäger
